DISPLAY_NAME,NORMALIZED_NAME,FREQUENCY
Deadweight loss,deadweight loss,7
Death process,death process,7
Debit card,debit card,7
Debris flow,debris flow,7
Debtor,debtor,7
Decent performance,decent performance,7
Decentralised control,decentralised control,7
Decentralized,decentralized,7
Decision-theoretic planning,decision theoretic planning,7
Decision tree complexity,decision tree complexity,7
Declarative description,declarative description,7
Declarative problem,declarative problem,7
Declarative query,declarative query,7
Decolonization,decolonization,7
Decomposition methods,decomposition methods,7
Decomposition of time series,decomposition of time series,7
Decomposition principle,decomposition principle,7
Decomposition strategy,decomposition strategy,7
Decoupled architecture,decoupled architecture,7
Decryption,decryption,7
Decryption key,decryption key,7
Deductive database system,deductive database system,7
Deductive synthesis,deductive synthesis,7
Deep architecture,deep architecture,7
Deep belief networks,deep belief networks,7
Deep level,deep level,7
Deep model,deep model,7
Default route,default route,7
Default value,default value,7
Defect size,defect size,7
Defence industry,defence industry,7
Defocus,defocus,7
Defocus blur,defocus blur,7
Deformable objects,deformable objects,7
Deformation modeling,deformation modeling,7
Degree condition,degree condition,7
Degree-constrained spanning tree,degree constrained spanning tree,7
Degree sum,degree sum,7
Delay budgeting,delay budgeting,7
Delay fault testing,delay fault testing,7
Delay overhead,delay overhead,7
Delay partitioning,delay partitioning,7
Delayed cohen-grossberg neural network,delayed cohen grossberg neural network,7
Delayed feedback,delayed feedback,7
Delayed hopfield neural network,delayed hopfield neural network,7
Delayed reward,delayed reward,7
Deletion result,deletion result,7
Deliverables,deliverables,7
Delta robot,delta robot,7
Delta-wye transformer,delta wye transformer,7
Demand deposit,demand deposit,7
Denial-of-service,denial of service,7
Denoising auto encoder,denoising auto encoder,7
Dense sampling,dense sampling,7
Dense stereo matching,dense stereo matching,7
Deontological ethics,deontological ethics,7
Dependability benchmarking,dependability benchmarking,7
Dependencies,dependencies,7
Dependency inversion principle,dependency inversion principle,7
Dependency parsers,dependency parsers,7
Dependent ML,dependent ml,7
Depth measurement,depth measurement,7
Depth o,depth o,7
Derivation procedure,derivation procedure,7
Description length,description length,7
Descriptive model,descriptive model,7
Design case,design case,7
Design collaboration,design collaboration,7
Design cycle time,design cycle time,7
Design for the Environment,design for the environment,7
Design object,design object,7
Design planning,design planning,7
Design specifications,design specifications,7
Design student,design student,7
Design suggestion,design suggestion,7
Design techniques,design techniques,7
Desirable characteristic,desirable characteristic,7
Desktop environment,desktop environment,7
Desktop videoconferencing,desktop videoconferencing,7
Detailed characterization,detailed characterization,7
Detailed documentation,detailed documentation,7
Detailed evaluation,detailed evaluation,7
Detailed investigation,detailed investigation,7
Detection error,detection error,7
Detection filter,detection filter,7
Detection task,detection task,7
Deterministic behavior,deterministic behavior,7
Deterministic communication complexity,deterministic communication complexity,7
Deterministic extractor,deterministic extractor,7
Deterministic polynomial-time algorithm,deterministic polynomial time algorithm,7
Deterministic pushdown automata,deterministic pushdown automata,7
Deterministic time,deterministic time,7
Deuterium,deuterium,7
Deuterium Exchange Measurement,deuterium exchange measurement,7
Development cost,development cost,7
Development period,development period,7
Diagnostic algorithms,diagnostic algorithms,7
Diagnostic analysis,diagnostic analysis,7
Diagnostic biomarker,diagnostic biomarker,7
Diagnostic capability,diagnostic capability,7
Diagnostic radiography,diagnostic radiography,7
Diagnostics,diagnostics,7
Dialogue,dialogue,7
Dialogue context,dialogue context,7
Dialogue strategy,dialogue strategy,7
Diarrhea,diarrhea,7
Diathesis,diathesis,7
Dictionary lookup,dictionary lookup,7
Dictionary matching,dictionary matching,7
Dicycle,dicycle,7
Dielectric breakdown,dielectric breakdown,7
Dielectric loss,dielectric loss,7
Dietary assessment,dietary assessment,7
Difference,difference,7
Difference in differences,difference in differences,7
Different benchmarks,different benchmarks,7
Different branch,different branch,7
Different cell,different cell,7
Different clustering algorithm,different clustering algorithm,7
Different element,different element,7
Different event,different event,7
Different facial expression,different facial expression,7
Different factor,different factor,7
Different heuristics,different heuristics,7
Different input,different input,7
Different key,different key,7
Different logic,different logic,7
Different microarray platform,different microarray platform,7
Different nature,different nature,7
Different objective function,different objective function,7
Different order,different order,7
Different partition,different partition,7
Different performance,different performance,7
Different protein,different protein,7
Different sample,different sample,7
Different stakeholders,different stakeholders,7
Different target,different target,7
Different term,different term,7
Different test,different test,7
Different topology,different topology,7
Different web site,different web site,7
Differential dependencies,differential dependencies,7
Differential difference equations,differential difference equations,7
Differential display,differential display,7
Differential interference contrast microscopy,differential interference contrast microscopy,7
Digital-analogue conversion,digital analogue conversion,7
Digital book,digital book,7
Digital camera back,digital camera back,7
Digital citizenship,digital citizenship,7
Digital computing,digital computing,7
Digital dentistry,digital dentistry,7
Digital environment,digital environment,7
Digital evolution,digital evolution,7
Digital feedback,digital feedback,7
Digital form,digital form,7
Digital image analysis,digital image analysis,7
Digital implementation,digital implementation,7
Digital input,digital input,7
Digital material,digital material,7
Digital Object Identifier,digital object identifier,7
Digital piracy,digital piracy,7
Digital reference,digital reference,7
Digital Single Market,digital single market,7
Digital surface,digital surface,7
Digital system design,digital system design,7
Digital technique,digital technique,7
Digraphs,digraphs,7
Digression,digression,7
Dihydrofolate reductase,dihydrofolate reductase,7
Dilatant,dilatant,7
Dimensionality curse,dimensionality curse,7
Diphtheria,diphtheria,7
Direct acyclic graph,direct acyclic graph,7
Direct measure,direct measure,7
Direct Media Interface,direct media interface,7
Direct model,direct model,7
Direct translation,direct translation,7
Direction angle,direction angle,7
Disability,disability,7
Disaster preparedness,disaster preparedness,7
Discontinuous galerkin,discontinuous galerkin,7
Discourse context,discourse context,7
Discourse function,discourse function,7
Discovery system,discovery system,7
Discrepancy function,discrepancy function,7
Discrete approximation,discrete approximation,7
Discrete delay,discrete delay,7
Discrete form,discrete form,7
Discrete time domain,discrete time domain,7
Discrete time queueing,discrete time queueing,7
Discrete transform,discrete transform,7
Discrete transforms,discrete transforms,7
Discrimination power,discrimination power,7
Discriminative dictionary,discriminative dictionary,7
Disease etiology,disease etiology,7
Disenchantment,disenchantment,7
Disjunctive information,disjunctive information,7
Disjunctive program,disjunctive program,7
Disk arrays,disk arrays,7
Disk block,disk block,7
Disk graph,disk graph,7
Dismissal,dismissal,7
Dissimilarity data,dissimilarity data,7
Dissimilarity function,dissimilarity function,7
Dissimilarity space,dissimilarity space,7
Dissipativity,dissipativity,7
Dissociation number,dissociation number,7
Distance-based outlier,distance based outlier,7
Distance cost,distance cost,7
Distance learning system,distance learning system,7
Distance oracles,distance oracles,7
Distance spectrum,distance spectrum,7
Distant object,distant object,7
Distinguished member,distinguished member,7
Distortion free,distortion free,7
Distributed array processor,distributed array processor,7
